id,played_at,tournament,map,game_length,winner,matchup,p1_max_collection_rate,p2_max_collection_rate,p1_apm,p2_apm,p1_spm,p2_spm,p1_workers_produced,p2_workers_produced,p1_workers_killed,p2_workers_killed,p1_workers_lost,p2_workers_lost,p1_supply_block,p2_supply_block,p1_sq,p2_sq,p1_avg_pac_per_min,p2_avg_pac_per_min,p1_avg_pac_action_latency,p2_avg_pac_action_latency,p1_avg_pac_actions,p2_avg_pac_actions,p1_avg_pac_gap,p2_avg_pac_gap,p1_avg_collection_rate_minerals,p1_avg_unspent_minerals,p1_minerals_lost,p1_minerals_collected,p2_avg_collection_rate_minerals,p2_avg_unspent_minerals,p2_minerals_lost,p2_minerals_collected,p1_avg_collection_rate_gas,p1_avg_unspent_gas,p1_gas_lost,p1_gas_collected,p2_avg_collection_rate_gas,p2_avg_unspent_gas,p2_gas_lost,p2_gas_collected,p1_race,p2_race
64d3536304b04fe6b72b4bfacb9245be,2021-10-14 02:37:43+00:00,DH Masters Winter,Romanticide LE,604,1,TvZ,2574,2194,321,351,21.2,32.6,51,56,35,12,12,35,50,25,103,115,35.75,26.91,0.17,0.2,8.02,11.44,0.05,0.11,1209.8,173.9,2750,12263,1016.7,113.7,3725,10715,203.4,175.4,150,1708,261.4,92.9,825,2224,Terran,Zerg
e1da45aa3e544daa855c0c40c4a5aab2,2021-12-20 07:38:37+00:00,DH Masters Last Chance,Pride of Altaris LE,571,2,TvP,3840,4154,302,333,33.6,33.7,67,73,2,3,3,2,35,55,140,143,41.05,40.31,0.19,0.18,6.53,7.63,0.1,0.05,1794.0,271.7,2850,17450,1926.3,247.1,2200,18545,541.3,158.3,1500,4321,443.5,167.0,350,3723,Protoss,Terran
3e59d79303104faf996708472db2bf07,2021-10-01 16:42:58+00:00,DH Masters Winter,Blackburn LE,370,2,PvZ,2194,2205,249,331,20.7,31.3,53,38,0,27,27,0,20,45,130,118,34.5,33.85,0.31,0.26,6.77,8.02,0.09,0.06,1282.9,119.4,1650,8785,1272.2,160.6,2000,8700,66.9,30.2,75,308,207.3,89.0,500,1114,Zerg,Protoss
eb77e51391b747e1aab0685c184fa1c0,2021-12-18 02:09:24+00:00,DH Masters Last Chance,Glittering Ashes LE,556,2,ZvZ,3924,3263,450,348,40.2,75.4,107,68,20,78,78,20,20,50,113,144,48.48,53.11,0.15,0.17,8.64,6.02,0.12,0.13,1469.4,240.3,2525,14385,1678.6,129.4,3825,16040,273.8,181.1,225,2274,348.8,126.9,1025,2774,Zerg,Zerg
c4a39055d9a8471192742d717433b092,2021-12-15 17:17:20+00:00,DH Masters Last Chance,베를린그라드 - 래더,649,2,TvZ,2882,3896,348,377,12.7,28.9,62,83,15,38,38,15,20,30,111,123,32.07,32.91,0.18,0.2,9.52,11.08,0.05,0.05,1215.4,147.4,3738,12530,1775.0,283.0,7637,19130,240.4,152.3,1156,2025,295.3,210.1,662,2187,Terran,Zerg
833fdd4dbfc54a619a51815ed3861564,2022-02-25 19:34:03+00:00,IEM Katowice,2000 Atmospheres LE,717,1,TvP,3246,2944,361,314,29.1,38.5,66,53,6,17,17,6,45,20,135,117,47.81,41.96,0.16,0.18,6.52,6.59,0.06,0.08,1548.7,152.2,5825,18375,1469.1,285.4,7625,18250,391.9,142.0,1950,4059,435.1,173.5,2950,4517,Terran,Protoss
f014d7b8896544a7b8b023c028d2a66b,2021-12-20 08:21:43+00:00,DH Masters Last Chance,Berlingrad LE,577,2,TvP,3482,3336,326,337,41.5,37.9,85,64,11,33,33,11,45,45,125,117,37.79,40.28,0.2,0.18,7.74,7.6,0.08,0.07,1591.7,203.5,4700,15940,1425.1,146.1,2325,13575,296.9,161.6,1175,2331,380.2,254.4,550,3040,Protoss,Terran
16a01de2e2784d71ad4165ca9696491f,2022-02-23 19:15:38+00:00,IEM Katowice,Hardwire LE,1764,1,TvZ,5817,5475,389,601,25.9,37.7,161,213,172,124,124,172,35,50,139,134,46.55,49.47,0.18,0.1,7.06,11.26,0.06,0.05,2211.5,823.0,26107,61121,2451.5,1120.5,44405,67825,782.1,269.1,11097,19225,815.8,738.3,14930,19094,Terran,Zerg
5c1013b0d45d45d79121288c2d8693a1,2021-10-11 04:39:18+00:00,DH Masters Winter,Lightshade LE,499,1,PvZ,3224,3168,501,439,33.6,31.7,87,61,17,21,21,17,35,25,134,122,39.76,32.67,0.15,0.19,9.98,10.0,0.08,0.1,1654.9,188.2,2725,14560,1479.8,202.9,2350,12795,272.7,110.0,100,2068,409.1,187.7,1200,3234,Zerg,Protoss
3ed62bcf77464de99570064384436093,2021-10-10 21:59:59+00:00,DH Masters Winter,紫晶浪漫-天梯版,836,1,TvP,4226,4176,309,386,29.5,46.3,81,109,60,4,4,60,35,70,148,140,33.71,43.75,0.26,0.16,7.45,7.67,0.07,0.07,1998.2,278.0,9950,26755,1923.7,296.0,9733,26190,677.0,264.6,2425,7426,518.7,204.8,3478,6014,Protoss,Terran
535ccdca6f554872b9c454c80e4ec4dc,2021-12-20 10:56:57+00:00,DH Masters Last Chance,블랙번 - 래더,503,1,TvZ,4093,3862,564,306,61.1,45.6,86,68,9,17,17,9,30,55,135,138,65.04,40.5,0.12,0.19,7.8,7.05,0.04,0.08,1714.1,148.2,1500,14942,1646.0,201.3,2980,13840,371.7,206.7,525,2686,349.2,88.7,720,2157,Zerg,Terran
693a7771aefc4e26b22d4d68668b95f9,2021-10-02 02:38:01+00:00,DH Masters Winter,2000 Atmospheres LE,491,1,TvP,4204,3342,331,209,38.1,30.4,68,76,12,0,0,12,15,30,150,127,57.19,40.45,0.18,0.28,4.9,4.6,0.08,0.13,1839.0,159.2,550,15065,1549.9,175.7,1675,13090,375.1,117.7,50,2310,392.8,186.6,800,2650,Terran,Protoss
dddb7081ddac47b1a883a2521bca21b7,2022-02-25 01:08:13+00:00,IEM Katowice,[ESL] Blackburn,576,2,TvP,3235,3364,328,317,53.4,43.7,79,58,11,22,22,11,20,50,111,120,45.26,42.98,0.2,0.21,6.47,6.64,0.1,0.06,1449.0,172.4,1775,14450,1503.5,212.2,1425,14935,327.3,289.5,600,2636,338.8,180.9,525,2868,Protoss,Terran
4b40a4082348433caa6368907606a122,2022-02-25 21:19:50+00:00,IEM Katowice,[ESL] Hardwire,1210,2,TvP,4193,3896,393,320,30.6,29.3,79,100,36,44,44,36,80,35,147,136,51.19,44.06,0.16,0.21,6.52,6.14,0.06,0.09,1852.1,214.0,21395,36480,1942.0,339.5,19225,38755,577.8,190.6,8189,10662,716.4,417.4,9575,12627,Terran,Protoss
bd175073cedf4486a13631841c03dd6b,2021-12-15 17:49:57+00:00,DH Masters Last Chance,大气2000-天梯版,841,1,TvZ,4607,4501,439,383,46.5,41.8,149,85,50,76,76,50,25,30,155,144,48.29,40.37,0.18,0.15,8.83,8.32,0.06,0.08,2133.8,215.2,7993,27845,2108.5,427.0,10125,28268,548.5,242.3,1056,5429,656.9,266.7,3300,7735,Zerg,Terran
6470ba74a54148b2898efe08968a9c5b,2021-10-12 22:54:19+00:00,DH Masters Winter,Oxide LE,486,2,ZvZ,3078,2709,394,489,70.2,82.1,63,57,13,20,20,13,50,20,143,132,46.71,53.24,0.15,0.11,7.86,8.0,0.12,0.12,1594.0,153.4,4625,13685,1513.7,149.3,3281,12840,372.3,85.0,1875,2670,350.7,133.0,1093,2335,Zerg,Zerg
999932a6a574408b99e598fc221965b1,2021-10-16 04:54:52+00:00,DH Masters Winter,Romanticide LE,1377,1,PvP,4114,4075,347,365,32.2,33.1,97,87,84,57,57,84,85,35,117,99,40.02,57.78,0.15,0.16,7.51,5.47,0.07,0.07,1804.9,460.7,17375,40655,1649.4,604.2,19800,37610,606.6,478.6,9550,12599,607.9,643.6,10525,12950,Protoss,Protoss
294c5b2c614c483a89f80ac25f35b4da,2021-09-30 17:15:52+00:00,DH Masters Winter,Romanticide LE,420,2,TvZ,2210,2625,275,207,20.0,36.9,52,49,12,16,16,12,50,25,117,115,33.79,28.37,0.27,0.30000000000000004,6.93,6.78,0.15,0.17,1266.7,157.7,2125,9775,1155.0,133.8,725,8196,186.0,92.5,500,1196,208.4,99.8,150,1070,Zerg,Terran
9247db10de1f47d2a0403155b2388753,2021-10-03 23:03:32+00:00,DH Masters Winter,Romanticide LE,1071,1,PvP,4372,4126,338,271,32.2,39.3,89,82,67,12,12,67,15,45,127,139,46.87,46.25,0.17,0.22,6.25,5.04,0.07,0.09,2123.2,806.5,15925,37845,1723.5,260.7,10495,31630,681.7,398.2,7375,10625,676.0,224.0,6700,11417,Protoss,Protoss
d4f0a2014aab4bafb9e071bfc7ba06d0,2021-09-30 01:09:20+00:00,DH Masters Winter,Jagannatha LE,686,2,TvP,3286,4518,313,453,31.5,73.1,73,74,2,18,18,2,25,15,124,150,35.32,45.11,0.2,0.11,8.01,8.74,0.08,0.11,1536.5,199.9,5750,17860,1840.9,222.4,5860,20509,483.4,242.1,2750,4986,488.4,97.0,1862,4516,Protoss,Terran
3554fab91ede4aa7bc6f8548e8831642,2021-10-11 01:28:27+00:00,DH Masters Winter,Jagannatha LE,735,1,TvT,4658,4490,375,349,45.1,29.8,83,95,14,5,5,14,20,20,152,131,52.73,41.95,0.15,0.17,6.02,7.63,0.07,0.06,1771.6,153.5,4112,21018,1764.2,233.2,3811,21882,558.1,150.2,1823,5269,570.2,331.3,1832,6388,Terran,Terran
c5235e313f0b4996a6d02b55d0a9c49c,2021-12-15 17:15:04+00:00,DH Masters Last Chance,2000 애트모스피어 - 래더,311,1,ZvZ,2020,2283,419,250,89.3,28.7,40,55,19,6,6,19,40,15,113,120,55.63,31.95,0.13,0.30000000000000004,6.91,7.29,0.14,0.13,1143.1,153.8,737,6695,1262.6,162.1,925,7145,133.0,64.9,187,421,96.4,40.3,25,146,Zerg,Zerg
501fada06ac143068dcd30934d7553a9,2021-10-08 00:36:18+00:00,DH Masters Winter,Romanticide LE,671,1,PvP,4008,3504,320,379,25.8,45.3,81,78,22,7,7,22,25,40,133,144,44.31,50.83,0.17,0.16,6.25,6.74,0.06,0.08,1906.1,299.5,3400,21695,1642.8,141.2,5550,18355,494.4,281.6,500,4480,515.4,159.7,2875,5158,Protoss,Protoss
4af57c0fb4b74dbabbbab05222d117c9,2021-09-29 23:34:03+00:00,DH Masters Winter,2000 Atmospheres LE,990,1,PvP,3778,3403,355,274,28.0,17.9,79,86,45,13,13,45,35,35,134,123,51.86,34.71,0.15,0.21,6.05,6.83,0.05,0.08,1952.8,397.2,13675,31995,1580.8,260.7,12925,26545,540.5,236.7,3400,7279,536.4,256.3,4675,7669,Protoss,Protoss
dd9d9ddd24934084868bc7ac82a1291d,2021-12-15 20:45:36+00:00,DH Masters Last Chance,하드와이어 - 래더,199,1,ZvZ,771,1107,488,453,25.3,55.6,15,22,11,3,3,11,5,10,102,101,20.14,55.61,0.13,0.12,20.9,7.76,0.13,0.05,572.0,80.4,350,2720,755.5,121.0,512,3500,112.3,52.7,25,168,78.4,47.0,12,260,Zerg,Zerg
92aa8ee1f7dc4a888905f9dde2237bfb,2022-01-11 23:20:54+00:00,DH Masters Last Chance,[TLMC15] Glittering Ashes,838,1,TvZ,4042,4378,426,484,42.2,48.0,104,105,42,32,32,42,40,70,129,123,43.16,47.67,0.14,0.16,8.5,9.75,0.07,0.11,1902.0,348.1,7700,26065,2061.4,605.0,10093,27055,500.1,295.1,1500,5517,526.2,382.7,1918,5310,Terran,Zerg
13fdf7728fbe4eb7b2e982c5c23e2589,2021-10-10 01:02:24+00:00,DH Masters Winter,Blackburn LE,207,2,PvZ,951,1018,201,564,28.8,64.3,21,28,10,0,0,10,15,10,104,92,25.1,38.94,0.33,0.1,6.75,11.56,0.29,0.16,821.6,151.8,200,3735,691.3,167.8,125,3475,0.0,0.0,0,0,20.0,15.2,0,64,Protoss,Zerg
8cccbe7c4598470bbf27e35a919fbff5,2021-11-14 22:24:33+00:00,DH Masters Winter,[TLMC15] Curious Minds,521,2,ZvZ,1975,2328,333,373,47.2,34.9,52,53,15,31,31,15,30,30,113,119,46.02,42.69,0.18,0.17,6.86,8.36,0.08,0.07,1235.8,162.9,3275,10805,1351.2,190.8,2800,11485,157.6,95.0,150,684,226.4,85.0,300,1280,Zerg,Zerg
993221764cc646a4926a52c893bbfa77,2021-10-06 05:48:08+00:00,DH Masters Winter,Lightshade LE,509,1,TvZ,2703,3358,319,369,29.9,45.5,75,93,51,30,30,51,20,40,112,110,37.82,48.54,0.19,0.15,7.8,6.87,0.08,0.08,1306.9,197.5,1293,11793,1519.5,212.5,2925,13610,376.0,200.9,0,3054,259.4,262.7,400,1750,Terran,Zerg
37d9967914704694aff5ffe3ca9771af,2022-02-26 04:10:59+00:00,IEM Katowice,[ESL] Berlingrad,565,2,TvZ,2782,3829,369,439,45.0,54.3,50,85,19,0,0,19,60,15,119,129,47.47,50.33,0.17,0.14,7.14,7.8100000000000005,0.07,0.09,1308.1,190.2,2719,12698,1733.8,285.1,2075,17015,350.7,120.5,1122,2837,332.6,127.9,525,2714,Terran,Zerg
8df03e293a184b0cb969f6a838935332,2021-12-18 01:25:45+00:00,DH Masters Last Chance,Curious Minds LE,666,1,TvP,3812,3314,376,366,40.0,36.2,69,76,22,3,3,22,65,45,137,129,48.76,52.45,0.15,0.15,6.68,6.22,0.07,0.07,1772.2,131.2,4325,19485,1802.6,269.7,8500,20775,422.4,254.5,1050,3879,365.0,201.5,1975,3656,Terran,Protoss
259819d2a3c7431590deb48e47a91f52,2021-10-03 00:17:30+00:00,DH Masters Winter,2000 Atmospheres LE,678,1,TvZ,3963,3067,443,433,66.2,69.6,85,46,0,17,17,0,35,10,148,123,54.64,48.8,0.14,0.09,7.8,7.7,0.09,0.11,2169.3,287.7,9625,22870,1553.9,136.8,7650,17790,408.6,187.8,1225,2527,448.0,309.5,2000,4588,Zerg,Terran
9222ff7589b54f20bea05a992094fddb,2022-02-23 18:14:35+00:00,IEM Katowice,[ESL] Hardwire,510,2,PvP,1516,2076,251,327,26.1,27.9,40,39,1,12,12,1,35,20,98,101,26.82,33.29,0.26,0.18,8.32,8.75,0.11,0.04,864.2,177.4,2375,7560,1066.2,222.1,1800,9800,239.0,87.5,1375,1840,259.0,107.7,850,2154,Protoss,Protoss
7a41035d059e4e9683c57230c02ef7ba,2021-10-17 03:47:39+00:00,DH Masters Winter,Romanticide LE,957,2,PvP,4047,4064,342,384,41.4,36.2,97,96,24,43,43,24,40,30,129,131,38.66,40.17,0.15,0.17,7.76,8.33,0.07,0.06,1855.0,278.6,14700,29730,1735.5,287.8,8525,27700,630.6,449.0,5950,9229,595.3,275.4,4425,8764,Protoss,Protoss
985ae46e8d3743959234ed0b58102e9c,2022-01-13 21:22:15+00:00,DH Masters Last Chance,[TLMC15] Berlingrad,1227,1,TvP,3532,3829,309,417,29.3,34.2,85,72,65,56,56,65,160,85,105,133,34.95,45.85,0.24,0.14,7.82,7.97,0.07,0.05,1565.6,384.8,12095,30540,1797.6,250.9,15694,35643,572.8,513.9,3900,10497,594.4,316.8,5580,10245,Protoss,Terran
23cfb0027e964a5881bd829d087edf4a,2021-10-07 22:25:22+00:00,DH Masters Winter,Lightshade LE,681,1,PvP,3605,3521,408,352,42.8,30.0,68,68,32,3,3,32,10,35,133,131,45.5,44.53,0.2,0.16,8.0,7.08,0.06,0.08,1830.1,256.9,8950,21350,1770.2,223.1,10300,20925,361.1,176.9,1750,3242,359.2,197.0,1600,3351,Protoss,Protoss
88d72acada804695af34ad9c72321ef4,2021-10-16 21:56:34+00:00,DH Masters Winter,2000 Atmospheres LE,721,1,TvP,3454,3258,335,281,26.7,31.8,67,61,5,5,5,5,35,35,129,131,40.58,34.18,0.18,0.23,7.13,7.07,0.04,0.07,1664.2,160.5,6525,20050,1796.4,259.9,12625,22420,390.3,246.0,1225,4137,390.0,201.3,2525,4382,Terran,Protoss
c710c1d7279a474680514448963fb219,2022-01-15 21:53:13+00:00,DH Masters Last Chance,[TLMC14] Blackburn,913,2,ZvZ,3762,4148,522,480,58.8,49.0,88,114,74,45,45,74,60,25,132,145,64.8,52.59,0.15,0.19,7.32,8.55,0.07,0.05,1759.1,241.9,13562,26406,1803.2,167.7,11425,27767,604.5,325.8,5887,8339,575.6,226.4,4575,8170,Zerg,Zerg
363927bb52b34098ab7ffe1e22070c55,2022-02-26 00:07:24+00:00,IEM Katowice,[ESL] Berlingrad,873,2,TvT,4187,5458,377,429,43.9,34.5,85,101,16,19,19,16,10,25,163,155,54.0,39.64,0.15,0.14,6.13,9.64,0.07,0.05,1947.4,172.1,10584,27417,2099.2,377.0,7703,28791,668.4,156.9,4699,8061,724.2,181.3,2377,8709,Terran,Terran
2800c28eb6b243e384b019a33a397e7b,2021-10-11 02:42:49+00:00,DH Masters Winter,Jagannatha LE,376,1,PvZ,2664,2390,373,456,67.3,11.3,52,42,0,9,9,0,30,20,123,118,50.21,32.36,0.15,0.12,7.03,12.91,0.11,0.05,1433.5,177.8,1350,9770,1322.8,148.6,1600,9020,183.5,83.8,200,1060,289.4,149.1,625,1608,Zerg,Protoss
249643475a6f4d75bf7fffccf0e39fac,2021-12-15 19:51:43+00:00,DH Masters Last Chance,글리터링 애쉬즈 - 래더,847,2,TvZ,3493,5341,288,491,21.9,46.0,90,137,44,59,59,44,40,55,135,162,38.72,47.49,0.19,0.19,6.58,10.07,0.09,0.05,1786.3,260.0,10625,24765,2494.6,475.6,12700,31830,468.1,190.7,2375,5528,625.0,196.8,1900,5357,Terran,Zerg
44bf35830cbc4b7b972b04ef725f277e,2021-10-06 22:52:36+00:00,DH Masters Winter,2000 Atmospheres LE,780,2,TvZ,4271,4400,401,391,37.1,41.5,115,76,5,57,57,5,55,25,150,165,36.22,47.91,0.25,0.15,9.71,7.13,0.1,0.08,2052.4,251.5,12225,26230,2140.5,216.0,9010,26127,574.9,230.2,3875,6225,536.8,121.5,1675,4759,Zerg,Terran
e6c15c41bdbe445289890202b105bfab,2022-02-27 02:23:22+00:00,IEM Katowice,2000 Atmospheres LE,2249,2,ZvZ,4243,4254,422,480,26.4,35.2,164,172,157,140,140,157,70,80,84,34,45.72,44.58,0.13,0.15,8.17,9.95,0.07,0.06,1613.3,1607.9,32055,57935,1568.0,5442.0,25687,56355,788.3,712.4,23205,27391,844.8,4652.0,17500,29315,Zerg,Zerg
24f71716519040a2bbb25974d36fc80d,2021-10-13 00:25:57+00:00,DH Masters Winter,Oxide LE,745,2,TvP,3185,3504,386,408,36.4,43.0,69,76,10,15,15,10,75,20,139,141,52.6,45.93,0.15,0.19,6.33,7.84,0.07,0.07,1687.1,170.2,8856,21117,1849.4,271.7,7650,23355,430.0,161.9,2428,4761,578.8,204.7,2500,5975,Terran,Protoss
94be32d5a9e541e7bde90057f41e08eb,2021-10-10 23:45:39+00:00,DH Masters Winter,Jagannatha LE,659,2,PvZ,4450,4708,351,415,45.0,71.0,85,106,31,41,41,31,30,25,151,144,45.12,53.67,0.22,0.14,7.14,6.87,0.08,0.11,1935.9,197.6,6075,21320,2033.1,432.7,4375,22325,659.3,250.6,3875,6864,658.9,205.1,2050,6273,Protoss,Zerg
00e614088d44459e812700989bfcf00f,2021-10-02 23:06:52+00:00,DH Masters Winter,2000 Atmospheres LE,580,1,TvZ,3594,2922,445,391,44.4,12.4,77,47,1,22,22,1,120,55,130,116,53.04,33.81,0.15,0.13,7.59,10.04,0.07,0.04,1858.9,233.9,3675,17635,1452.4,215.1,3500,14525,296.5,216.3,425,1705,375.3,213.4,875,3190,Zerg,Terran
b62c1a4b25144f6eac7a60c96cde36bd,2022-02-23 18:34:03+00:00,IEM Katowice,[ESL] Hardwire,748,1,TvP,4473,3678,310,313,32.3,33.2,87,75,40,26,26,40,25,15,130,133,32.7,39.99,0.28,0.24,8.38,7.01,0.14,0.06,1908.0,417.1,3175,22825,1674.7,224.6,5600,20475,578.8,282.3,1625,5362,468.1,182.7,2200,4762,Protoss,Terran
4f02e7e802dd40299456ad35340eb7ae,2021-10-17 04:33:40+00:00,DH Masters Winter,2000 Atmospheres LE,1654,1,PvZ,4764,5027,340,391,30.3,30.5,100,189,179,89,89,179,50,35,112,100,40.97,47.21,0.19,0.17,6.65,7.2,0.09,0.09,1820.1,461.4,24770,50355,2088.8,2270.8,33850,55130,657.6,693.6,10550,16025,837.2,767.9,17950,20539,Protoss,Zerg
36f72f900f834c7c9dff8b959b96f5cf,2022-02-26 03:58:32+00:00,IEM Katowice,2000 Atmospheres LE,785,2,TvP,3510,4686,372,408,37.0,39.3,100,82,9,48,48,9,50,20,117,157,51.11,49.04,0.15,0.13,6.52,7.33,0.06,0.08,1748.0,249.9,7775,22335,2004.3,185.8,7850,24975,506.0,507.8,2000,5920,564.2,178.4,2100,5714,Protoss,Terran
29d9bb18a5324265813675ad43e8d9a6,2022-01-16 01:15:51+00:00,DH Masters Last Chance,[TLMC14] Blackburn,1032,1,TvZ,4440,4972,436,621,38.2,43.4,85,137,71,4,4,71,60,35,143,155,39.1,54.67,0.15,0.1,9.43,10.46,0.06,0.04,2299.5,601.7,16100,38092,2478.0,325.9,21592,38845,687.9,360.0,4500,9917,645.1,502.8,4031,7165,Terran,Zerg
dddc8d946dea493f8de5b254dc8b0181,2021-09-29 20:14:26+00:00,DH Masters Winter,Lightshade LE,825,2,TvT,4714,3566,414,286,39.0,39.9,90,77,6,24,24,6,75,100,132,128,50.24,53.73,0.16,0.2,7.55,4.82,0.07,0.08,1866.0,375.0,6500,25640,1639.2,255.1,4475,22675,561.1,243.5,2250,6862,525.4,232.1,1792,6253,Terran,Terran
212ac1591af8414c9df1310f2cd05684,2021-12-18 02:53:29+00:00,DH Masters Last Chance,Curious Minds LE,712,1,TvZ,4495,4350,377,475,39.3,58.1,76,104,30,0,0,30,10,10,171,144,44.91,53.67,0.14,0.15,7.5,8.31,0.08,0.08,2129.3,186.4,6900,24305,2039.5,374.8,9674,24045,581.2,110.9,975,5417,579.6,198.4,3800,5743,Terran,Zerg
7bc1ec9aad2a43ad87821322861115e9,2022-02-26 04:51:05+00:00,IEM Katowice,2000 Atmospheres LE,626,2,TvP,3370,3790,380,439,50.8,28.6,79,78,17,18,18,17,5,20,135,141,49.13,36.68,0.13,0.14,6.74,10.55,0.07,0.05,1763.5,250.0,7100,18765,1726.0,197.2,4275,18030,377.7,136.0,1800,3386,409.1,119.2,1150,3589,Protoss,Terran
94676dcfc4c14ab7915057079fb0c378,2021-10-10 03:47:54+00:00,DH Masters Winter,Jagannatha LE,350,1,PvP,1253,1264,264,209,20.7,13.5,23,24,0,22,22,0,25,5,87,89,20.73,21.59,0.26,0.31,11.86,8.66,0.11,0.09,701.4,163.2,300,4935,826.7,115.2,1600,5830,205.3,111.1,150,1150,222.6,201.0,600,1258,Protoss,Protoss
2bda144ea24b4cfa994d719e22e406e6,2021-10-03 23:37:59+00:00,DH Masters Winter,Lightshade LE,642,2,TvZ,3739,4366,327,482,33.3,38.9,75,99,22,38,38,22,100,60,125,141,36.87,49.29,0.17,0.12,8.39,8.29,0.08,0.09,1674.4,226.0,4950,16805,1985.9,322.4,3725,20950,362.4,221.3,950,3277,499.3,195.5,1000,4215,Terran,Zerg
11600143600f4893a5a12f09ee659b2e,2022-02-25 18:12:54+00:00,IEM Katowice,[ESL] Curious Minds,570,1,TvZ,4708,3554,631,352,65.8,51.7,105,76,22,22,22,22,40,20,144,135,55.34,49.24,0.11,0.17,9.94,6.11,0.08,0.08,2090.7,191.0,3775,18905,1717.1,166.4,3768,15410,281.4,214.6,300,1113,339.9,179.1,518,2408,Zerg,Terran
bfe685871a0b4434a5de8adcb93d8e3b,2021-10-02 20:17:26+00:00,DH Masters Winter,Oxide LE,400,1,ZvZ,2283,2770,431,408,20.1,51.7,48,64,49,10,10,49,25,25,120,124,30.13,38.22,0.19,0.16,13.58,9.7,0.02,0.12,1312.5,158.7,2131,9545,1293.0,141.3,2850,9500,176.3,79.9,243,896,101.6,45.5,325,463,Zerg,Zerg
d3ea54b1b60c480c92b2f7a9b0977e44,2021-10-09 03:29:26+00:00,DH Masters Winter,Romanticide LE,587,1,PvP,3784,3784,338,250,42.5,26.3,73,71,1,13,13,1,10,45,131,127,45.67,28.1,0.18,0.25,6.42,7.84,0.06,0.07,1698.6,196.9,4975,17235,1686.3,214.7,5450,16560,340.3,175.8,1000,2715,397.2,233.9,1700,3225,Protoss,Protoss
1c4f3d97c6654f2f9111873c5ed34ad8,2021-10-06 01:43:24+00:00,DH Masters Winter,Jagannatha LE,673,1,PvP,3969,3526,320,358,29.2,38.6,74,72,12,4,4,12,20,35,137,130,35.81,53.54,0.2,0.13,7.72,6.02,0.03,0.05,1859.2,281.5,4950,21045,1711.8,225.6,7375,19825,430.5,158.5,625,3782,492.7,261.6,1800,4648,Protoss,Protoss
2f1defc392ff4e099e38145bbe613484,2021-09-30 16:15:49+00:00,DH Masters Winter,Oxide LE,522,1,PvP,2866,2787,285,348,26.8,30.0,65,63,16,12,12,16,10,30,113,117,32.38,36.17,0.30000000000000004,0.26,7.71,8.67,0.08,0.1,1356.0,215.4,825,12375,1344.0,206.3,2050,12030,319.2,164.8,500,2342,302.6,115.9,850,2090,Protoss,Protoss
98ffd4000e92481caa812d581e5f677d,2022-02-24 03:28:10+00:00,IEM Katowice,[ESL] Glittering Ashes,571,1,TvP,3118,2418,313,370,35.4,22.6,70,52,15,10,10,15,10,35,123,120,38.86,42.01,0.18,0.15,6.88,8.12,0.11,0.03,1497.5,199.1,1650,14660,1204.1,109.9,1288,11493,332.3,156.7,450,2648,261.2,124.4,726,2164,Protoss,Terran
0c25ebb41a7147cebc9d992011851023,2022-02-27 06:21:45+00:00,IEM Katowice,[ESL] Berlingrad,408,1,TvZ,2166,2328,319,314,37.9,26.9,43,44,38,13,13,38,25,60,122,95,37.33,33.66,0.16,0.19,7.9,8.3,0.13,0.15,1151.7,132.6,1350,8640,1036.8,181.8,1534,7727,185.4,49.6,375,1072,223.5,176.1,375,1128,Zerg,Terran
baa6463cf6624979ab274b31112cc1bc,2021-10-10 05:40:35+00:00,DH Masters Winter,Blackburn LE,464,2,TvP,2356,2815,327,317,28.3,28.4,44,53,3,7,7,3,60,30,110,121,35.81,39.3,0.17,0.16,8.22,6.65,0.08,0.08,1159.7,135.2,1100,9513,1381.5,189.0,1200,11420,254.0,154.9,225,1691,274.9,102.8,350,1854,Terran,Protoss
9729d5b2fc274ab597a6b051ce75eaa4,2021-12-15 17:36:00+00:00,DH Masters Last Chance,Curious Minds LE,835,2,TvP,4422,4182,359,286,33.2,30.9,99,78,3,39,39,3,20,10,147,147,39.0,37.78,0.2,0.23,8.28,6.61,0.06,0.06,1951.3,200.5,9875,26014,1951.8,322.9,10000,26800,567.9,260.5,4000,6523,694.8,215.5,4250,7939,Terran,Protoss
6c58368e774945f3803a6f66c71b1b94,2021-10-15 04:53:36+00:00,DH Masters Winter,Lightshade LE,570,2,TvP,2502,2720,320,320,39.8,29.8,76,64,2,46,46,2,40,35,93,122,50.79,39.33,0.17,0.18,5.57,7.27,0.08,0.08,1114.2,186.1,1525,11225,1323.7,157.2,2150,12858,302.0,289.2,725,2640,343.2,135.4,500,2615,Protoss,Terran
ba82a1729f96485dba91f014af5cfe90,2021-12-18 02:23:48+00:00,DH Masters Last Chance,Berlingrad LE,647,2,PvZ,3381,2608,779,312,43.5,22.9,87,45,1,38,38,1,35,30,147,125,43.07,27.14,0.12,0.22,13.98,9.84,0.07,0.08,1704.4,141.7,8400,18665,1514.4,193.9,8175,17685,390.8,113.6,2400,3662,454.2,204.3,2600,4470,Zerg,Protoss
