id,played_at,tournament,map,game_length,winner,matchup,p1_max_collection_rate,p2_max_collection_rate,p1_apm,p2_apm,p1_spm,p2_spm,p1_workers_produced,p2_workers_produced,p1_workers_killed,p2_workers_killed,p1_workers_lost,p2_workers_lost,p1_supply_block,p2_supply_block,p1_sq,p2_sq,p1_avg_pac_per_min,p2_avg_pac_per_min,p1_avg_pac_action_latency,p2_avg_pac_action_latency,p1_avg_pac_actions,p2_avg_pac_actions,p1_avg_pac_gap,p2_avg_pac_gap,p1_avg_collection_rate_minerals,p1_avg_unspent_minerals,p1_minerals_lost,p1_minerals_collected,p2_avg_collection_rate_minerals,p2_avg_unspent_minerals,p2_minerals_lost,p2_minerals_collected,p1_avg_collection_rate_gas,p1_avg_unspent_gas,p1_gas_lost,p1_gas_collected,p2_avg_collection_rate_gas,p2_avg_unspent_gas,p2_gas_lost,p2_gas_collected,p1_race,p2_race
0205bd314da54b6fb363a998ca0c49ba,2022-02-25 03:01:50+00:00,IEM Katowice,2000 애트모스피어 - 래더,848,2,TvT,3778,3952,316,398,26.3,47.4,75,94,18,17,17,18,75,70,134,142,34.79,39.74,0.23,0.16,8.11,9.01,0.06,0.13,1808.2,241.2,10341,25162,1920.9,294.7,9371,26433,533.8,273.8,3436,6384,636.3,253.2,2864,7412,Terran,Terran
7ca6c874c8064364b4247780495fe4f2,2021-10-17 05:11:18+00:00,DH Masters Winter,Beckett Industries LE,612,1,PvZ,4344,3140,398,323,42.9,27.8,97,67,22,21,21,22,30,30,126,119,53.99,34.69,0.16,0.19,6.65,8.0,0.06,0.08,1938.9,473.6,3075,20305,1479.4,241.5,2050,14590,473.9,236.7,625,4265,427.4,201.3,850,3665,Zerg,Protoss
92ccfb1330424a4fb572585b8d6ea4c9,2021-10-10 01:50:23+00:00,DH Masters Winter,Beckett Industries LE,486,2,PvZ,3095,2944,389,244,35.9,38.2,80,60,11,17,17,11,20,95,118,120,37.13,37.99,0.15,0.25,9.47,5.95,0.06,0.06,1563.7,232.1,4200,13525,1397.8,163.6,500,11850,226.5,157.6,800,1668,336.1,170.0,75,2436,Zerg,Protoss
d592c15de2a94b6aa5278b0fc241de54,2022-02-25 04:27:49+00:00,IEM Katowice,[ESL] Berlingrad,1078,2,PvZ,4064,4193,449,468,40.2,53.1,77,134,68,30,30,68,15,20,138,117,44.39,50.07,0.18,0.16,9.02,8.06,0.06,0.1,2107.6,535.6,13650,37470,2102.5,1425.1,10649,35350,749.7,401.2,5850,11682,892.6,664.5,3850,13344,Protoss,Zerg
6a24b0487aef460a982d2ec930947c11,2021-12-15 19:17:24+00:00,DH Masters Last Chance,블랙번 - 래더,1001,1,PvZ,4484,4243,627,285,37.6,31.0,98,79,24,25,25,24,25,95,169,147,47.99,43.26,0.1,0.19,11.5,5.68,0.04,0.09,2306.8,259.8,21675,37048,1860.6,293.5,14850,30780,826.1,299.8,8975,11930,675.6,174.5,8200,10256,Zerg,Protoss
e860054763c0448184ebfe83fa2cb61f,2021-10-10 00:46:07+00:00,DH Masters Winter,2000 Atmospheres LE,827,1,PvP,3515,3986,254,334,59.2,38.4,78,101,100,57,57,100,100,40,106,108,52.73,47.44,0.22,0.19,4.23,6.21,0.11,0.1,1449.5,398.0,3500,19745,1401.7,203.2,5600,19125,475.9,254.7,1925,6452,257.9,221.2,2000,2836,Protoss,Protoss
d759b8164c0546e68ea81262237380d2,2021-10-10 19:09:08+00:00,DH Masters Winter,光影交错-天梯版,499,2,TvP,3140,2619,249,333,37.6,35.2,55,51,25,1,1,25,25,30,123,114,34.99,39.68,0.28,0.15,5.93,7.69,0.13,0.04,1424.4,177.1,2600,12550,1159.8,155.9,1103,10095,319.6,138.7,850,2386,247.8,102.0,352,1840,Protoss,Terran
824a29b6656f4d3aa1216a3caf269a78,2021-10-09 06:06:58+00:00,DH Masters Winter,Blackburn LE,2507,1,TvZ,4641,3880,412,327,23.0,19.5,132,202,180,111,111,180,85,95,19,75,46.09,33.48,0.15,0.2,7.67,8.22,0.09,0.04,1678.6,11411.8,25825,64220,1589.9,1031.0,31875,60572,702.9,3224.1,13675,24460,630.9,1365.0,17575,22012,Zerg,Terran
5981975dad4b471d89bf0de7277df5d9,2021-10-17 05:27:39+00:00,DH Masters Winter,Oxide LE,913,2,PvZ,3532,3952,355,459,28.6,32.2,85,88,21,55,55,21,45,20,138,145,41.65,50.59,0.17,0.14,6.9,8.09,0.07,0.08,1735.3,261.4,14475,25970,2127.8,476.1,18231,30870,615.7,211.7,6625,8516,621.8,193.1,5768,8065,Protoss,Zerg
0b26daeb177248639678e130588b439f,2021-12-20 08:55:59+00:00,DH Masters Last Chance,Blackburn EE,2012,1,PvZ,4905,5610,300,366,22.7,14.7,90,175,146,62,62,146,20,15,69,71,37.59,34.73,0.21,0.17,6.36,9.39,0.1,0.07,2143.6,4276.5,24290,69115,1880.8,2614.4,28270,58423,921.3,4686.4,14750,26578,803.6,2368.0,15920,22147,Protoss,Zerg
5fafdda9ee3f4c58a83612a42a0b2424,2021-12-15 18:00:16+00:00,DH Masters Last Chance,Berlingrad LE,633,2,ZvZ,3655,3095,258,519,24.5,54.2,82,69,16,22,22,16,35,55,136,140,32.38,53.11,0.29,0.11,7.36,8.95,0.12,0.05,1740.6,295.2,5300,18635,1478.2,114.8,3675,15985,366.4,61.2,1450,3164,375.3,108.3,1225,3464,Zerg,Zerg
b7af9d45e0354933a91b9029fc9fb75a,2022-02-24 04:12:19+00:00,IEM Katowice,[ESL] Hardwire,549,2,TvP,3101,3269,298,310,56.9,24.3,57,59,1,1,1,1,70,35,120,126,46.06,35.8,0.17,0.21,5.54,7.91,0.11,0.05,1659.1,295.9,4075,14750,1537.7,172.3,2200,13905,313.6,170.0,950,2114,345.5,171.6,400,2477,Protoss,Terran
4ce49b90e77445abb144cf7005a23af4,2021-09-29 21:06:10+00:00,DH Masters Winter,Jagannatha LE,1179,2,PvZ,4254,3459,494,306,16.8,34.5,136,96,34,61,61,34,45,50,133,134,29.9,37.69,0.13,0.18,14.86,7.16,0.02,0.05,2051.8,434.7,21100,39985,1711.3,344.5,12000,33185,824.8,690.5,9175,14869,631.3,179.2,5850,10964,Zerg,Protoss
25f02313466240b490cdb199d17fa939,2022-02-25 20:09:31+00:00,IEM Katowice,[ESL] Glittering Ashes,1222,2,TvP,3095,3532,344,309,33.0,26.2,100,86,46,90,90,46,50,85,125,129,44.13,42.7,0.19,0.18,6.49,6.03,0.08,0.08,1587.0,230.1,15725,30465,1817.9,206.3,18350,36482,536.0,262.6,7450,9254,669.1,519.5,7575,12080,Protoss,Terran
f9d7751155534153afb1407b2851637d,2022-02-24 23:48:59+00:00,IEM Katowice,[ESL] Blackburn,1155,1,TvP,4165,4534,424,433,46.5,38.3,91,90,57,30,30,57,45,45,129,130,39.58,42.7,0.15,0.19,9.43,9.09,0.1,0.09,1883.8,302.1,16803,34471,2088.6,644.2,22180,40570,652.6,478.4,5911,10546,667.1,378.0,7300,10986,Terran,Protoss
e3f3000d515247ae9dcf606a1e542554,2022-02-25 17:51:21+00:00,IEM Katowice,[ESL] Berlingrad,398,2,PvP,1426,1824,319,345,32.9,34.4,26,40,3,0,0,3,15,30,98,111,35.19,47.07,0.19,0.15,7.82,6.4,0.08,0.05,904.9,153.2,1150,6770,1113.4,147.5,750,8245,256.7,132.9,700,1492,232.0,110.5,300,1486,Protoss,Protoss
828e7199dc0b47df9b576764a2e21c8a,2021-12-18 02:44:13+00:00,DH Masters Last Chance,Glittering Ashes LE,1123,2,PvZ,3190,4075,264,429,38.1,39.2,77,131,61,47,47,61,55,95,107,129,37.76,44.92,0.28,0.17,6.38,8.11,0.08,0.08,1334.4,311.1,8925,24610,1632.4,265.3,11025,29640,414.7,188.0,4550,7250,522.8,192.3,4950,8464,Protoss,Zerg
80fc799d1c394fc480e7e3cba79bde58,2021-10-11 00:37:40+00:00,DH Masters Winter,2000 Atmospheres LE,563,1,TvP,3644,3202,316,415,32.1,75.9,69,60,16,1,1,16,5,30,130,124,33.99,48.16,0.2,0.12,7.79,7.61,0.06,0.12,1701.4,211.2,3150,16385,1451.9,150.5,4550,13990,453.5,232.8,875,3710,359.6,183.2,1175,2897,Protoss,Terran
98f06802d2fb48a9a37fd2be76a080c9,2022-02-23 21:55:05+00:00,IEM Katowice,[ESL] Curious Minds,839,2,TvP,3364,4064,390,352,33.6,32.4,72,102,19,39,39,19,55,35,110,139,42.38,37.24,0.16,0.19,8.18,8.2,0.06,0.06,1481.0,183.1,9825,20597,2224.3,385.3,15250,30770,489.9,427.7,3575,6106,277.9,176.6,1750,2908,Terran,Protoss
641d3353d52746d1b3bee0def10ebff6,2022-02-23 18:24:42+00:00,IEM Katowice,[ESL] Berlingrad,339,2,PvP,1230,1370,277,233,22.8,23.3,32,28,2,15,15,2,15,10,103,110,30.22,23.86,0.21,0.34,8.79,8.05,0.04,0.11,677.9,96.3,100,4015,698.4,84.9,500,4810,88.3,49.5,25,466,148.3,49.7,50,790,Protoss,Protoss
77b00469338748459ca1dfdc60c305f9,2022-02-23 21:25:54+00:00,IEM Katowice,[ESL] Hardwire,955,2,TvP,3790,4282,405,330,19.5,31.9,107,86,8,62,62,8,30,45,128,142,33.66,35.86,0.19,0.24,10.53,7.83,0.06,0.1,1762.3,239.7,10872,26600,2125.8,438.2,13175,33040,543.4,349.9,3922,6799,675.1,345.8,4125,9109,Terran,Protoss
356699ace7884faa91c19332a7a62284,2021-10-14 23:39:45+00:00,DH Masters Winter,Lightshade LE,634,2,PvZ,4210,3616,510,331,30.1,33.0,109,66,2,38,38,2,25,40,149,131,39.61,33.94,0.14,0.23,11.78,8.84,0.07,0.07,2051.8,280.6,9575,22075,1753.9,305.1,5475,18240,357.4,85.4,2325,3459,525.6,216.3,2400,4732,Zerg,Protoss
285ea63be3904ce0bfe4f09be23c76d3,2021-12-18 03:16:54+00:00,DH Masters Last Chance,Blackburn LE,492,2,TvZ,3874,3672,347,418,46.7,57.4,71,75,15,32,32,15,35,40,126,136,50.69,54.11,0.16,0.14,5.92,7.26,0.09,0.09,1568.0,138.8,2025,12934,1750.0,200.5,2300,14356,299.3,203.5,225,1910,212.1,93.2,175,948,Terran,Zerg
dc866510bc704842b6c61f4e99422559,2021-12-18 03:06:16+00:00,DH Masters Last Chance,Glittering Ashes LE,689,2,TvZ,4596,4114,471,393,50.7,42.2,126,88,8,52,52,8,50,15,141,155,48.79,50.01,0.16,0.14,8.92,6.75,0.07,0.08,2192.6,396.7,8850,24600,2090.7,186.3,5922,22924,490.0,277.6,1650,4220,490.6,211.5,975,4078,Zerg,Terran
f5c95fca1364463287a22060d51e2d03,2021-09-29 17:36:49+00:00,DH Masters Winter,2000 Atmospheres LE,1546,2,TvZ,4148,4708,232,314,24.7,26.5,125,129,81,64,64,81,55,35,139,122,35.27,40.35,0.26,0.22,5.88,7.5,0.1,0.1,2202.5,407.2,30765,54678,2221.2,402.1,27487,47355,536.0,376.0,7134,11759,764.1,1339.9,6687,12518,Terran,Zerg
cbe4658a5ac444c9adbf22c41216cb7f,2022-02-25 00:53:20+00:00,IEM Katowice,[ESL] Hardwire,387,1,TvZ,2233,2860,390,312,78.4,24.4,60,51,36,16,16,36,35,65,120,108,50.13,32.18,0.16,0.21,7.13,8.85,0.13,0.06,1274.0,145.9,312,8725,1263.4,278.7,1000,8844,177.9,84.0,61,898,276.2,86.0,250,1615,Zerg,Terran
8234b9068d0c4fc8a1701438b89d596a,2021-12-20 07:17:59+00:00,DH Masters Last Chance,Blackburn EE,643,1,PvZ,3801,4328,299,365,41.3,26.6,91,94,24,25,25,24,35,40,141,152,39.93,41.98,0.21,0.15,6.83,7.74,0.06,0.06,1808.9,256.2,3115,20143,2045.0,245.8,8312,21574,555.2,176.5,1225,5571,515.1,174.4,2887,4577,Protoss,Zerg
8582752e15444d08ac79ab6fa5025347,2021-12-15 17:35:11+00:00,DH Masters Last Chance,하드와이어 - 래더,1031,1,TvZ,4316,5078,323,376,13.9,30.4,92,112,40,44,44,40,60,20,122,140,33.93,35.5,0.21,0.21,8.26,10.54,0.05,0.04,1909.1,318.1,7025,31001,2359.6,883.0,18025,35270,578.5,561.9,1875,7832,747.0,347.5,4750,8266,Terran,Zerg
900910c0fd604139bfd6bed4015504f6,2021-10-13 00:11:32+00:00,DH Masters Winter,Blackburn LE,908,1,TvP,3964,3986,394,412,42.0,37.4,78,87,53,8,8,53,35,85,139,130,45.75,52.81,0.18,0.14,7.68,6.71,0.07,0.05,2080.9,336.6,11225,31429,1637.1,172.2,10029,24462,633.9,410.4,2375,7962,522.4,283.8,3025,6853,Protoss,Terran
c7cf206166d84cff9fc0ded8705fc1b0,2021-12-15 17:57:49+00:00,DH Masters Last Chance,프라이드 오브 알타리스 - 래더,835,2,TvT,3778,4478,286,312,17.7,18.0,80,89,13,32,32,13,40,25,125,137,34.91,32.25,0.18,0.23,7.53,8.54,0.08,0.07,1721.6,238.9,10650,23760,1924.8,240.3,9250,25985,519.8,348.6,3225,6541,669.7,437.7,3425,7755,Terran,Terran
76b32cfdd4d74e9f97b33af5ead70368,2022-02-25 18:42:19+00:00,IEM Katowice,2000 Atmospheres LE,635,2,TvZ,4445,4103,585,365,58.7,40.7,106,77,1,30,30,1,30,40,153,154,50.52,51.74,0.12,0.16,10.62,5.84,0.09,0.08,2200.8,203.0,8617,21610,1997.8,203.0,4800,20850,461.2,259.8,1117,2893,477.0,149.1,675,3678,Zerg,Terran
d5eb8add78714b9c9cb4ff752d685f7a,2021-12-20 09:23:35+00:00,DH Masters Last Chance,Hardwire LE,890,1,PvZ,4422,5134,296,565,37.7,41.7,79,113,46,0,0,46,65,25,159,156,39.14,50.67,0.23,0.13,6.74,10.25,0.05,0.03,2185.1,361.2,12070,33000,2423.1,452.1,18861,35335,839.1,286.2,5500,11395,825.6,509.7,6733,10849,Protoss,Zerg
6d424ddfacf74c10a073ad289c24c395,2021-12-15 18:18:39+00:00,DH Masters Last Chance,베를린그라드 - 래더,391,2,PvP,1314,2149,242,330,37.6,36.9,27,39,1,6,6,1,25,25,91,120,40.77,44.45,0.31,0.14,5.17,6.67,0.07,0.04,869.1,164.7,600,5925,1144.9,143.3,325,8035,240.9,164.9,225,1360,251.7,70.0,100,1444,Protoss,Protoss
967167ee35134daab62a8761ca6a8b7e,2021-11-13 23:41:31+00:00,DH Masters Winter,[TLMC15] Glittering Ashes,542,1,TvZ,3974,3274,446,390,53.9,35.4,95,81,47,28,28,47,65,30,133,125,57.06,40.58,0.12,0.14,7.17,8.74,0.07,0.05,1984.8,354.9,3800,17035,1554.3,203.4,2375,13115,296.1,135.6,200,1310,369.8,172.8,525,2587,Zerg,Terran
93b0f760c09c45a6abe790bc29687571,2021-10-10 00:20:50+00:00,DH Masters Winter,Jagannatha LE,722,2,PvP,3375,4960,263,361,65.5,37.1,83,88,1,53,53,1,80,20,110,139,52.1,49.11,0.2,0.17,4.48,6.46,0.1,0.07,1457.5,289.4,3350,17305,2183.6,493.9,7025,25810,473.8,301.9,1650,5315,494.0,224.3,2225,5342,Protoss,Protoss
c74f10d6cbcb4fb2b0a7ebdeec2aee43,2022-02-24 21:21:27+00:00,IEM Katowice,2000 애트모스피어 - 래더,208,1,TvZ,1063,1382,285,309,46.9,28.2,25,25,1,4,4,1,30,15,114,108,36.23,30.77,0.21,0.27,7.55,9.06,0.12,0.09,721.2,92.2,50,3545,836.6,123.9,200,3850,27.7,10.9,0,0,74.6,27.9,0,260,Zerg,Terran
3994a454738049b98c0bdd650dcc3b8a,2022-02-26 01:01:45+00:00,IEM Katowice,[ESL] Hardwire,174,1,TvT,1426,1376,400,349,27.1,12.7,24,23,1,1,1,1,10,15,112,107,27.15,38.14,0.18,0.21,13.37,8.47,0.09,0.08,829.1,110.2,0,3290,823.2,131.7,50,3320,132.2,34.6,0,388,130.3,37.9,50,384,Terran,Terran
a5515ce3af1a4db5ad1f779df94049b9,2021-12-15 19:04:12+00:00,DH Masters Last Chance,글리터링 애쉬즈 - 래더,725,2,TvP,2759,3403,421,300,30.7,38.8,52,68,62,52,52,62,125,105,97,99,33.35,42.62,0.14,0.19,11.39,6.19,0.06,0.09,933.5,155.7,4067,11630,1176.7,236.0,4400,14695,243.3,148.6,1338,2511,249.5,162.7,1475,2770,Terran,Protoss
2656391190684990964cd5b78f7612b9,2021-10-03 21:07:26+00:00,DH Masters Winter,Blackburn LE,1130,2,PvP,2322,3627,312,310,24.8,43.0,88,72,8,40,40,8,35,90,92,110,34.17,42.08,0.18,0.18,8.24,6.3,0.05,0.09,1194.5,262.4,7350,22735,1328.0,245.1,8525,24811,256.5,241.6,3025,4302,479.4,243.7,4375,7838,Protoss,Protoss
3a18aeefa9014ab3aff4fba76ce47024,2021-10-15 22:19:03+00:00,DH Masters Winter,Lightshade LE,383,1,PvZ,2334,2334,307,460,42.9,51.4,44,52,24,0,0,24,10,20,114,119,36.32,41.33,0.22,0.14,7.94,9.34,0.08,0.16,1312.1,219.8,1925,9085,1236.0,133.2,2025,8650,199.8,78.4,500,1122,85.8,63.7,0,452,Protoss,Zerg
8507329ec9f044e69856e0e0f27b75db,2021-10-03 23:22:09+00:00,DH Masters Winter,Oxide LE,793,1,PvP,3325,3403,312,282,28.4,55.3,68,66,59,57,57,59,15,50,118,120,42.73,51.5,0.17,0.21,6.35,4.69,0.07,0.1,1571.7,341.0,5000,21075,1614.8,263.3,4625,21195,408.3,161.7,1500,4687,454.9,264.8,2500,5253,Protoss,Protoss
a70363ba9ac54dc1b7986414980efba5,2022-01-15 01:01:05+00:00,DH Masters Last Chance,[TLMC15] Pride of Altaris,526,2,TvZ,2798,3504,347,470,18.3,72.4,44,73,13,11,11,13,65,60,119,138,34.79,57.72,0.23,0.14,8.63,7.3,0.04,0.11,1378.5,164.7,2315,12230,1832.6,195.7,3656,15760,319.7,166.3,525,2280,300.5,154.0,456,1486,Terran,Zerg
bbfe88d5caa14578aaf86995f3cc3699,2022-01-13 22:37:16+00:00,DH Masters Last Chance,[TLMC15] Hardwire,672,1,ZvZ,2966,3185,415,405,41.1,44.2,65,74,45,33,33,45,40,40,121,134,44.42,44.15,0.13,0.19,8.64,8.65,0.07,0.05,1426.1,229.0,5681,16380,1525.1,137.6,7631,17775,437.7,162.5,2056,4333,309.9,121.5,2081,3117,Zerg,Zerg
e957f590794c4c6a84678b79ecb2c805,2021-10-06 23:09:36+00:00,DH Masters Winter,2000 Atmospheres LE,1027,1,TvP,3207,3308,324,341,18.5,19.8,82,82,40,17,17,40,30,40,106,114,36.55,33.92,0.17,0.17,7.77,8.99,0.06,0.04,1536.7,422.7,9675,25285,1419.7,216.2,9482,23834,456.7,291.3,3275,6104,383.8,224.7,2680,5577,Protoss,Terran
963bf1917cde4599b7f4311e7a37ccae,2021-10-01 16:34:04+00:00,DH Masters Winter,Jagannatha LE,686,1,PvZ,4540,3946,249,265,30.7,25.8,109,80,13,31,31,13,25,40,127,127,38.78,30.75,0.29,0.30000000000000004,5.64,7.28,0.11,0.07,2062.4,615.4,3650,24240,1847.7,421.2,5715,22215,618.6,388.0,1650,6582,564.9,282.4,3125,6063,Zerg,Protoss
ba4cb86164844d1390bc7aab75e69720,2022-01-17 01:10:01+00:00,DH Masters Last Chance,[TLMC15] Hardwire,1288,2,TvT,5027,4607,337,410,17.6,33.2,100,88,6,31,31,6,45,20,135,145,40.09,37.2,0.2,0.16,7.2,9.72,0.06,0.05,1974.2,403.5,19494,40936,2214.1,722.6,17542,44582,810.8,530.6,9793,15054,943.6,430.2,8700,16486,Terran,Terran
aaf73dbefbdd44f78fa6c5153721b025,2021-09-22 15:37:16+00:00,DH Masters Winter,Oxide LE,1748,1,TvZ,5302,4708,313,422,20.2,25.9,77,151,116,25,25,116,30,75,115,106,37.43,50.09,0.24,0.13,7.12,7.53,0.08,0.08,2098.8,1568.4,25290,55152,2061.8,1414.3,30498,56100,846.0,443.2,12015,19463,879.4,1198.3,13450,21455,Terran,Zerg
91f418505d6c4338a43a54367326b25c,2021-10-10 07:18:52+00:00,DH Masters Winter,Lightshade LE,993,1,TvP,3196,2983,285,284,38.2,23.9,90,69,65,40,40,65,25,50,118,97,42.32,31.27,0.24,0.23,5.6,7.86,0.09,0.04,1509.7,241.1,9600,25095,1278.0,198.5,8800,20761,510.0,288.1,3975,7289,371.1,373.8,2750,5273,Protoss,Terran
a2188580a35d42c79776d36005fee080,2021-12-20 08:10:50+00:00,DH Masters Last Chance,2000 Atmospheres LE,630,1,TvP,3342,3112,305,344,35.7,32.4,85,67,18,13,13,18,30,15,123,127,35.28,38.99,0.24,0.2,7.57,7.85,0.08,0.04,1594.5,246.4,4875,17005,1463.3,182.3,4950,15230,465.3,230.7,1400,4187,361.1,130.2,1450,3074,Protoss,Terran
063440eda2bc457b874eddbab77b29df,2021-10-06 04:03:38+00:00,DH Masters Winter,Romanticide LE,1352,1,PvZ,3952,4982,331,408,37.3,25.8,124,152,112,76,76,112,55,40,121,147,49.28,39.88,0.19,0.14,5.68,9.76,0.09,0.05,1855.7,460.6,14615,42735,2331.4,586.0,22612,48545,755.1,621.4,6275,14921,840.8,533.8,7650,14926,Protoss,Zerg
65290be3ac82475d8d9001d0a3bc6a50,2021-10-11 02:40:09+00:00,DH Masters Winter,Jagannatha LE,390,2,PvZ,2429,2496,113,496,10.9,52.5,43,58,9,2,2,9,40,30,113,125,30.24,45.74,0.51,0.11,3.35,9.53,0.2,0.11,1078.6,163.4,200,7320,1226.9,125.8,250,8285,236.4,70.6,50,1398,106.3,42.8,0,596,Protoss,Zerg
14a8b0b615084e08a363cbb94a1e37dc,2022-02-27 17:41:29+00:00,IEM Katowice,[ESL] Hardwire,806,1,TvZ,4691,4159,477,384,64.5,34.7,109,63,0,34,34,0,35,35,155,160,56.05,56.2,0.13,0.15,7.94,5.82,0.11,0.06,2396.6,497.2,10750,29190,2081.5,161.9,13250,27185,641.7,244.3,1525,5783,527.5,194.6,2950,5818,Zerg,Terran
7f22954e2cc749da878d20f75e6eed56,2021-10-01 19:55:29+00:00,DH Masters Winter,Blackburn LE,358,1,PvZ,1303,1986,390,320,18.1,27.3,27,43,23,5,5,23,35,10,108,111,23.11,29.3,0.24,0.17,15.91,10.21,0.05,0.06,982.6,144.3,2025,6895,1085.4,121.3,1175,7120,113.4,55.6,100,580,218.5,123.1,550,1170,Zerg,Protoss
c79acc62bcf047e7ab6f8db2cee10ea1,2021-12-15 17:13:26+00:00,DH Masters Last Chance,大气2000-天梯版,613,1,TvP,3454,2742,400,449,40.1,32.5,66,70,43,24,24,43,45,60,115,116,41.65,41.26,0.15,0.11,8.69,9.63,0.08,0.02,1589.7,244.0,2975,16217,1305.9,195.1,2400,13670,354.1,274.9,550,2796,351.8,147.1,1450,3360,Terran,Protoss
3a4608d549924ac2b205907c9c5f922f,2021-10-02 23:15:48+00:00,DH Masters Winter,Blackburn LE,456,2,TvZ,2440,3392,363,412,15.4,53.3,45,72,12,0,0,12,25,35,122,132,28.9,51.5,0.15,0.16,11.04,7.19,0.04,0.09,1345.0,171.9,900,10644,1523.9,157.9,1125,12160,279.6,99.8,325,1824,278.7,105.2,250,1666,Terran,Zerg
58492782954542619c02584cae1e794b,2021-10-06 06:02:13+00:00,DH Masters Winter,2000 Atmospheres LE,741,2,TvZ,4350,5425,345,433,27.3,43.9,73,141,54,52,52,54,55,35,132,141,41.52,49.46,0.16,0.16,7.35,7.83,0.05,0.08,1760.4,192.0,8328,20758,2492.4,676.9,9975,28430,409.8,247.0,1649,3990,488.9,339.0,1000,3382,Terran,Zerg
d8c66bb6816c4da390742887eb74a6f3,2021-12-18 01:39:54+00:00,DH Masters Last Chance,Curious Minds LE,218,2,TvZ,967,727,487,285,51.3,15.6,22,15,2,14,14,2,25,15,103,111,34.29,22.5,0.12,0.30000000000000004,11.71,11.01,0.15,0.07,588.4,101.3,375,3195,560.4,87.2,50,2640,6.6,12.1,0,24,0.0,0.0,0,0,Zerg,Terran
afaf6b928abb43ab8cf3fe92b01bda07,2021-10-14 02:23:57+00:00,DH Masters Winter,Blackburn LE,865,2,TvZ,4524,4103,432,349,46.6,29.7,130,92,12,74,74,12,40,45,133,153,41.93,48.3,0.17,0.15,9.5,6.43,0.08,0.05,2108.8,488.0,12568,28283,2059.5,306.0,9903,28665,634.9,425.1,3843,6463,589.6,147.8,2988,6578,Zerg,Terran
7eb12719fb3241e5aeddf4925f7ff532,2021-12-20 09:57:29+00:00,DH Masters Last Chance,Glittering Ashes LE,489,2,TvZ,3655,4176,529,330,64.0,41.6,117,70,0,48,48,0,35,35,129,134,48.59,44.17,0.12,0.17,9.87,6.84,0.1,0.08,1680.4,155.0,1100,13855,1696.7,187.3,1068,14260,220.2,174.7,50,1129,349.2,154.6,318,2402,Zerg,Terran
94a5369455b14682baff8e5528ae51f8,2021-12-20 07:49:39+00:00,DH Masters Last Chance,Blackburn LE,719,1,TvZ,4417,5049,386,407,51.2,38.7,95,120,34,15,15,34,50,45,148,140,41.45,51.54,0.16,0.17,8.19,7.3,0.09,0.09,2100.8,332.4,5100,24647,2336.5,369.4,9950,27476,500.9,162.2,925,4625,478.6,457.2,1825,4553,Terran,Zerg
4fb973e37754405a861b9df0463877b1,2021-10-01 02:01:07+00:00,DH Masters Winter,2000 Atmospheres LE,692,1,TvP,3801,3616,345,375,25.5,36.8,65,69,8,1,1,8,35,30,136,120,41.92,50.49,0.15,0.15,7.45,6.61,0.04,0.07,1742.7,213.3,3425,20470,1794.4,334.5,5275,21150,416.7,166.8,875,4159,505.5,403.6,1375,4900,Terran,Protoss
cc583b67d23e41f3bee14d940fcfedf6,2022-02-23 21:06:21+00:00,IEM Katowice,2000 애트모스피어 - 래더,1140,2,TvT,4434,4294,433,317,35.0,26.0,82,102,37,24,24,37,25,60,141,136,45.03,35.61,0.16,0.21,8.76,7.9,0.07,0.06,2003.4,451.5,17586,36010,1979.3,535.6,12779,35065,759.9,308.2,9294,12468,754.9,300.8,5718,11602,Terran,Terran
db5cbad57d1143a0b33316eff303353d,2021-10-10 03:10:15+00:00,DH Masters Winter,Romanticide LE,438,1,PvP,1342,1264,344,250,35.2,28.2,25,24,23,24,24,23,110,115,83,85,42.84,32.71,0.19,0.29,7.08,6.9,0.06,0.09,599.5,118.0,125,5425,541.3,126.7,375,4650,152.4,135.3,50,1078,135.5,87.9,150,816,Protoss,Protoss
a75e2c4c38ba4007b14b1f67ffc13ba6,2021-12-20 10:26:36+00:00,DH Masters Last Chance,큐리어스 마인즈 - 래더,549,2,TvZ,3493,2787,554,320,44.6,45.3,89,45,1,28,28,1,15,50,135,115,54.67,41.14,0.1,0.19,9.46,6.97,0.03,0.05,1611.4,141.8,4700,15055,1363.1,134.3,2400,12595,205.6,106.8,425,1297,325.2,227.6,225,2439,Zerg,Terran
57cd5e2fc36246298f24d536dba003b4,2022-01-17 00:46:59+00:00,DH Masters Last Chance,[TLMC15] Curious Minds,1503,1,TvT,4232,4904,398,334,29.3,19.2,79,102,45,19,19,45,40,60,141,128,35.83,38.62,0.15,0.2,9.97,7.5,0.06,0.06,2149.1,671.3,29044,50920,2135.6,1291.7,28292,50200,957.4,532.9,14769,20331,918.3,347.3,15484,19765,Terran,Terran
0c175e3473d243e3ae6741f30d090f29,2022-02-26 01:52:28+00:00,IEM Katowice,[ESL] Hardwire,1257,1,TvZ,5587,4792,534,410,59.0,35.4,136,107,50,51,51,50,75,25,114,137,56.8,52.26,0.14,0.15,8.64,6.5,0.09,0.07,2702.9,4571.7,27275,52790,2114.0,537.8,13763,38556,1159.3,2721.3,8150,20568,874.4,613.8,6650,13765,Zerg,Terran
